nameOri,nameNon,labelOri,labelSeg
SDH.CW_CWRT,SDH.CW_CWRT,biiobiobiii,"[(0, 3), (4, 6), (7, 11)]"
SDH.DEM.CR26A:REACTIVE PWR,SDH.DEM.CR00A:REACTIVE PWR,biiobiiiiiiiiobiiiiiiiiiii,"[(0, 3), (4, 13), (14, 26)]"
SDH.S6-11:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.S6-17:HEAT.COOL:PRIORITY,SDH.S0-00:HEAT.COOL:PRIORITY,biiobiiiiobiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 19), (20, 28)]"
SDH.WIN.6FS6_TEMP.3,SDH.WIN.0FS0_TEMP.0,biiobiiiiiiiobiiiii,"[(0, 3), (4, 12), (13, 19)]"
SDH.S5-17:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.RAH26_CCV,SDH.RAH00_CCV,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S4-20:VLV POS,SDH.S0-00:VLV POS,biiobiiiiobiiiiii,"[(0, 3), (4, 9), (10, 17)]"
SDH.S3-12:HTG LOOPOUT,SDH.S0-00:HTG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S3-11:HEAT.COOL,SDH.S0-00:HEAT.COOL,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.DEM.CR26A.REACTIVE PWR,SDH.DEM.CR00A.REACTIVE PWR,biiobiiiiiiiiobiiiiiiiiiii,"[(0, 3), (4, 13), (14, 26)]"
SDH.CH2.CHW.FLOW,SDH.CH0.CHW.FLOW,biiobiiobiiiiiii,"[(0, 3), (4, 7), (8, 16)]"
SDH.RAH23_CFM,SDH.RAH00_CFM,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S7-06:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.RAH04_SAT.STP,SDH.RAH00_SAT.STP,biiobiiiiobiiiiii,"[(0, 3), (4, 9), (10, 17)]"
SDH.S2-01:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S4-03:DMPR POS,SDH.S0-00:DMPR POS,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.WIN.4FS8_WS.2,SDH.WIN.0FS0_WS.0,biiobiiiiiiiobiii,"[(0, 3), (4, 12), (13, 17)]"
SDH.RAH10_CFM,SDH.RAH00_CFM,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.RAH11_CFM,SDH.RAH00_CFM,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S7-01:HEAT.COOL,SDH.S0-00:HEAT.COOL,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S2-07:HEAT.COOL,SDH.S0-00:HEAT.COOL,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S2-20:HTG LOOPOUT,SDH.S0-00:HTG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S6-03:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.S4-03:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.S2-02:HEAT.COOL:PRIORITY,SDH.S0-00:HEAT.COOL:PRIORITY,biiobiiiiobiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 19), (20, 28)]"
SDH.S1-18:CTL FLOW MAX,SDH.S0-00:CTL FLOW MAX,biiobiiiiobiiiiiiiiiii,"[(0, 3), (4, 9), (10, 22)]"
SDH.S5-07:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S7-09:CTL STPT:PRIORITY,SDH.S0-00:CTL STPT:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S4-20:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S6-03:CTL FLOW MIN:PRIORITY,SDH.S0-00:CTL FLOW MIN:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.S5-16:HEAT.COOL,SDH.S0-00:HEAT.COOL,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.AH1_RHC-6:ROOM TEMP,SDH.AH0_RHC-0:ROOM TEMP,biiobiiobiiiiobiiiiiiii,"[(0, 3), (4, 7), (8, 13), (14, 23)]"
SDH.S3-02:VLV POS,SDH.S0-00:VLV POS,biiobiiiiobiiiiii,"[(0, 3), (4, 9), (10, 17)]"
SDH.RAH15_SAT,SDH.RAH00_SAT,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S4-18:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.S5-10:CTL FLOW MIN:PRIORITY,SDH.S0-00:CTL FLOW MIN:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.S1-08:VLV POS,SDH.S0-00:VLV POS,biiobiiiiobiiiiii,"[(0, 3), (4, 9), (10, 17)]"
SDH.S2-17:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S3-19:VLV COMD:PRIORITY,SDH.S0-00:VLV COMD:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S4-21:HTG LOOPOUT,SDH.S0-00:HTG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S3-21:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.RAH22_CFM.STP,SDH.RAH00_CFM.STP,biiobiiiiobiiiiii,"[(0, 3), (4, 9), (10, 17)]"
SDH.S2-14:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.RAH11_OCCUPIED,SDH.RAH00_OCCUPIED,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.S2-10:DMPR POS,SDH.S0-00:DMPR POS,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.S2-11:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.S7-16:CTL STPT:PRIORITY,SDH.S0-00:CTL STPT:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S5-14:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.RAH06_SAT,SDH.RAH00_SAT,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S5-15:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S3-19:HEAT.COOL,SDH.S0-00:HEAT.COOL,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.WIN.6FS7_WS.1,SDH.WIN.0FS0_WS.0,biiobiiiiiiiobiii,"[(0, 3), (4, 12), (13, 17)]"
SDH.S2-06:CTL STPT:PRIORITY,SDH.S0-00:CTL STPT:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.CHW2.CHP4_CT,SDH.CHW0.CHP0_CT,biiobiiiobiiiobi,"[(0, 3), (4, 8), (9, 13), (14, 16)]"
SDH.S3-08:VLV COMD:PRIORITY,SDH.S0-00:VLV COMD:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S2-19:CTL STPT:PRIORITY,SDH.S0-00:CTL STPT:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S5-08:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.S6-11:VLV COMD:PRIORITY,SDH.S0-00:VLV COMD:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S3-10:CLG LOOPOUT,SDH.S0-00:CLG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S4-03:HEAT.COOL:PRIORITY,SDH.S0-00:HEAT.COOL:PRIORITY,biiobiiiiobiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 19), (20, 28)]"
SDH.WIN.7FS6_WS.1,SDH.WIN.0FS0_WS.0,biiobiiiiiiiobiii,"[(0, 3), (4, 12), (13, 17)]"
SDH.S5-03:HTG LOOPOUT,SDH.S0-00:HTG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.AH2B.SF_CFM,SDH.AH0B.SF_CFM,biiobiiiobiobii,"[(0, 3), (4, 8), (9, 11), (12, 15)]"
SDH.S4-21:CLG LOOPOUT,SDH.S0-00:CLG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S3-13:CTL FLOW MIN:PRIORITY,SDH.S0-00:CTL FLOW MIN:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.CH2.LCHWT,SDH.CH0.LCHWT,biiobiiobiiii,"[(0, 3), (4, 7), (8, 13)]"
SDH.S6-20:VLV POS,SDH.S0-00:VLV POS,biiobiiiiobiiiiii,"[(0, 3), (4, 9), (10, 17)]"
SDH.S6-04:CTL STPT,SDH.S0-00:CTL STPT,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.RAH25_584.TEMP.STP,SDH.RAH00_000.TEMP.STP,biiobiiiiobiiobiiiiiii,"[(0, 3), (4, 9), (10, 13), (14, 22)]"
SDH.S3-06:CTL STPT:PRIORITY,SDH.S0-00:CTL STPT:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S3-02:CTL STPT,SDH.S0-00:CTL STPT,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.CW_CWST.STP,SDH.CW_CWST.STP,biiobiobiiiiiii,"[(0, 3), (4, 6), (7, 15)]"
SDH.S5-13:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.RAH18.SF_SPD,SDH.RAH00.SF_SPD,biiobiiiiobiobii,"[(0, 3), (4, 9), (10, 12), (13, 16)]"
SDH.AH2B_EAD,SDH.AH0B_EAD,biiobiiiobii,"[(0, 3), (4, 8), (9, 12)]"
SDH.S3-11:HTG LOOPOUT,SDH.S0-00:HTG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S2-02:HEAT.COOL,SDH.S0-00:HEAT.COOL,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S7-04:CTL FLOW MAX,SDH.S0-00:CTL FLOW MAX,biiobiiiiobiiiiiiiiiii,"[(0, 3), (4, 9), (10, 22)]"
SDH.S7-15:CTL STPT,SDH.S0-00:CTL STPT,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.S2-04:CTL STPT,SDH.S0-00:CTL STPT,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.S6-02:CTL FLOW MIN,SDH.S0-00:CTL FLOW MIN,biiobiiiiobiiiiiiiiiii,"[(0, 3), (4, 9), (10, 22)]"
SDH.S2-16:CTL FLOW MIN,SDH.S0-00:CTL FLOW MIN,biiobiiiiobiiiiiiiiiii,"[(0, 3), (4, 9), (10, 22)]"
SDH.S4-06:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.DEM.CL45A:REACTIVE PWR,SDH.DEM.CL00A:REACTIVE PWR,biiobiiiiiiiiobiiiiiiiiiii,"[(0, 3), (4, 13), (14, 26)]"
SDH.S7-05:DMPR POS,SDH.S0-00:DMPR POS,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.S1-16:HTG LOOPOUT,SDH.S0-00:HTG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S3-07:CLG LOOPOUT,SDH.S0-00:CLG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S4-01:CTL STPT:PRIORITY,SDH.S0-00:CTL STPT:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S6-20:CTL FLOW MAX,SDH.S0-00:CTL FLOW MAX,biiobiiiiobiiiiiiiiiii,"[(0, 3), (4, 9), (10, 22)]"
SDH.S4-04:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.S3-13:CTL STPT,SDH.S0-00:CTL STPT,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.S5-14:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S6-04:CTL FLOW MIN:PRIORITY,SDH.S0-00:CTL FLOW MIN:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.DEM.CL42A:POWER FACTOR,SDH.DEM.CL00A:POWER FACTOR,biiobiiiiiiiiobiiiiiiiiiii,"[(0, 3), (4, 13), (14, 26)]"
SDH.S3-06:DMPR POS,SDH.S0-00:DMPR POS,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.CAC-2:ROOM TEMP,SDH.CAC-0:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S6-10:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.S2-04:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.RAH13_SAT,SDH.RAH00_SAT,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S2-13:VLV COMD:PRIORITY,SDH.S0-00:VLV COMD:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.RAH19_CFM,SDH.RAH00_CFM,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S2-12:CTL FLOW MIN:PRIORITY,SDH.S0-00:CTL FLOW MIN:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.DEM.CL45A.DEMAND,SDH.DEM.CL00A.DEMAND,biiobiiiiiiiiobiiiii,"[(0, 3), (4, 13), (14, 20)]"
SDH.RAH08.SF_ALM,SDH.RAH00.SF_ALM,biiobiiiiobiobii,"[(0, 3), (4, 9), (10, 12), (13, 16)]"
SDH.S2-01:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.S3-03:HTG LOOPOUT,SDH.S0-00:HTG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S2-21:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.S5-10:HEAT.COOL:PRIORITY,SDH.S0-00:HEAT.COOL:PRIORITY,biiobiiiiobiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 19), (20, 28)]"
SDH.S7-14:CTL FLOW MIN:PRIORITY,SDH.S0-00:CTL FLOW MIN:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.EF1_VFD:POWER,SDH.EF0_VFD:POWER,biiobiiobiiobiiii,"[(0, 3), (4, 7), (8, 11), (12, 17)]"
SDH.S5-08:CTL FLOW MAX,SDH.S0-00:CTL FLOW MAX,biiobiiiiobiiiiiiiiiii,"[(0, 3), (4, 9), (10, 22)]"
SDH.S3-11:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.S1-19:VLV COMD:PRIORITY,SDH.S0-00:VLV COMD:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S2-10:VLV COMD:PRIORITY,SDH.S0-00:VLV COMD:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S5-12:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S1-14:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.S4-05:HEAT.COOL:PRIORITY,SDH.S0-00:HEAT.COOL:PRIORITY,biiobiiiiobiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 19), (20, 28)]"
SDH.AH2A_RAD,SDH.AH0A_RAD,biiobiiiobii,"[(0, 3), (4, 8), (9, 12)]"
SDH.S6-03:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.S2-02:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.AH2B_RAT,SDH.AH0B_RAT,biiobiiiobii,"[(0, 3), (4, 8), (9, 12)]"
SDH.S3-16:VLV COMD:PRIORITY,SDH.S0-00:VLV COMD:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.RAH10_OCCUPIED,SDH.RAH00_OCCUPIED,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.S4-08:CTL FLOW MAX,SDH.S0-00:CTL FLOW MAX,biiobiiiiobiiiiiiiiiii,"[(0, 3), (4, 9), (10, 22)]"
SDH.S2-18:HEAT.COOL:PRIORITY,SDH.S0-00:HEAT.COOL:PRIORITY,biiobiiiiobiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 19), (20, 28)]"
SDH.AH4_CCV,SDH.AH0_CCV,biiobiiobii,"[(0, 3), (4, 7), (8, 11)]"
SDH.S7-04:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.RAH19.SF_SPD,SDH.RAH00.SF_SPD,biiobiiiiobiobii,"[(0, 3), (4, 9), (10, 12), (13, 16)]"
SDH.S2-13:CTL STPT,SDH.S0-00:CTL STPT,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.AH1_RHC-3:ROOM TEMP,SDH.AH0_RHC-0:ROOM TEMP,biiobiiobiiiiobiiiiiiii,"[(0, 3), (4, 7), (8, 13), (14, 23)]"
SDH.S6-14:CTL FLOW MAX,SDH.S0-00:CTL FLOW MAX,biiobiiiiobiiiiiiiiiii,"[(0, 3), (4, 9), (10, 22)]"
SDH.S5-07:HEAT.COOL,SDH.S0-00:HEAT.COOL,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.DEM.CL41A:REACTIVE PWR,SDH.DEM.CL00A:REACTIVE PWR,biiobiiiiiiiiobiiiiiiiiiii,"[(0, 3), (4, 13), (14, 26)]"
SDH.S2-06:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.RAH11_SAT,SDH.RAH00_SAT,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S6-11:HEAT.COOL,SDH.S0-00:HEAT.COOL,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.AH1_RHC-4:ROOM TEMP,SDH.AH0_RHC-0:ROOM TEMP,biiobiiobiiiiobiiiiiiii,"[(0, 3), (4, 7), (8, 13), (14, 23)]"
SDH.RAH03_SAT,SDH.RAH00_SAT,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S3-12:VLV POS,SDH.S0-00:VLV POS,biiobiiiiobiiiiii,"[(0, 3), (4, 9), (10, 17)]"
SDH.HWP2_VFD:INPUT REF,SDH.HWP0_VFD:INPUT REF,biiobiiiobiiobiiiiiiii,"[(0, 3), (4, 8), (9, 12), (13, 22)]"
SDH.S6-10:DMPR POS,SDH.S0-00:DMPR POS,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.RAH05_OCCUPIED,SDH.RAH00_OCCUPIED,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.S6-16:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S4-09:VLV COMD:PRIORITY,SDH.S0-00:VLV COMD:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.S6-20:CTL FLOW MIN,SDH.S0-00:CTL FLOW MIN,biiobiiiiobiiiiiiiiiii,"[(0, 3), (4, 9), (10, 22)]"
SDH.S2-17:DMPR POS,SDH.S0-00:DMPR POS,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.S2-21:HEAT.COOL,SDH.S0-00:HEAT.COOL,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S3-06:AIR VOLUME,SDH.S0-00:AIR VOLUME,biiobiiiiobiiiiiiiii,"[(0, 3), (4, 9), (10, 20)]"
SDH.S7-07:CLG LOOPOUT,SDH.S0-00:CLG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S2-01:VLV POS,SDH.S0-00:VLV POS,biiobiiiiobiiiiii,"[(0, 3), (4, 9), (10, 17)]"
SDH.CW.CT1_VFD:POWER,SDH.CW.CT0_VFD:POWER,biiobiobiiobiiobiiii,"[(0, 3), (4, 6), (7, 10), (11, 14), (15, 20)]"
SDH.RAH01_CCV,SDH.RAH00_CCV,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S4-12:CTL FLOW MIN:PRIORITY,SDH.S0-00:CTL FLOW MIN:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.CH2.LOAD,SDH.CH0.LOAD,biiobiiobiii,"[(0, 3), (4, 7), (8, 12)]"
SDH.S3-01:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.S6-02:CTL STPT:PRIORITY,SDH.S0-00:CTL STPT:PRIORITY,biiobiiiiobiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18), (19, 27)]"
SDH.WIN.5FS6_TEMP.2,SDH.WIN.0FS0_TEMP.0,biiobiiiiiiiobiiiii,"[(0, 3), (4, 12), (13, 19)]"
SDH.AH1_RHC-6:HEAT.COOL,SDH.AH0_RHC-0:HEAT.COOL,biiobiiobiiiiobiiiiiiii,"[(0, 3), (4, 7), (8, 13), (14, 23)]"
SDH.S1-10:ROOM TEMP,SDH.S0-00:ROOM TEMP,biiobiiiiobiiiiiiii,"[(0, 3), (4, 9), (10, 19)]"
SDH.RAH20_OCCUPIED,SDH.RAH00_OCCUPIED,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.S5-20:VLV POS,SDH.S0-00:VLV POS,biiobiiiiobiiiiii,"[(0, 3), (4, 9), (10, 17)]"
SDH.S3-21:CLG LOOPOUT,SDH.S0-00:CLG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S3-19:CTL FLOW MIN,SDH.S0-00:CTL FLOW MIN,biiobiiiiobiiiiiiiiiii,"[(0, 3), (4, 9), (10, 22)]"
SDH.S7-11:CTL STPT,SDH.S0-00:CTL STPT,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
SDH.RAH22_CFM,SDH.RAH00_CFM,biiobiiiiobii,"[(0, 3), (4, 9), (10, 13)]"
SDH.S3-21:HEAT.COOL:PRIORITY,SDH.S0-00:HEAT.COOL:PRIORITY,biiobiiiiobiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 19), (20, 28)]"
SDH.S4-09:CLG LOOPOUT,SDH.S0-00:CLG LOOPOUT,biiobiiiiobiiiiiiiiii,"[(0, 3), (4, 9), (10, 21)]"
SDH.S6-15:CTL FLOW MAX:PRIORITY,SDH.S0-00:CTL FLOW MAX:PRIORITY,biiobiiiiobiiiiiiiiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 22), (23, 31)]"
SDH.RAH08.SF_SPD,SDH.RAH00.SF_SPD,biiobiiiiobiobii,"[(0, 3), (4, 9), (10, 12), (13, 16)]"
SDH.WIN.7FS5_OVRD.1,SDH.WIN.0FS0_OVRD.0,biiobiiiiiiiobiiiii,"[(0, 3), (4, 12), (13, 19)]"
SDH.S2-04:DMPR POS,SDH.S0-00:DMPR POS,biiobiiiiobiiiiiii,"[(0, 3), (4, 9), (10, 18)]"
